[3.0204258  0.8449865  2.1754394  1.3058141  0.64267385 0.66314054]
[2.4162936  1.094107   1.3221864  1.1014494  0.53044504 0.5710041 ]
[2.7700677  1.3782628  1.3918053  0.8794019  0.4261102  0.45329162]
[3.5829813  1.9688638  1.6141179  0.5800063  0.27735397 0.3026524 ]
