[3.5508146  1.3799822  2.1708317  1.0058947  0.47952718 0.5263674 ]
[4.7236247  2.9378648  1.7857606  0.3893776  0.18156672 0.20781086]
[5.5357685  3.7465236  1.7892442  0.2786228  0.12661955 0.15200321]
