[5.3823905  2.2840896  3.0983005  0.56847805 0.27618444 0.29229364]uv_channel
[5.8692374  4.2383356  1.6309029  0.19255105 0.09055965 0.10199144]
[6.423791   4.9377346  1.4860548  0.07734958 0.03443934 0.04291024]
"[7.2035346e+00 5.9609599e+00 1.2425749e+00 1.2382989e-02 5.6867306e-03
 6.6962591e-03]"
[5.5544496  4.284511   1.2699386  0.37420785 0.1958947  0.1783131 ]
[4.5521984  3.3883138  1.1638854  0.3658454  0.16991933 0.195926  ]
[5.010076   3.828541   1.181535   0.32913652 0.16168931 0.16744716]
[5.550053   4.22914    1.3209106  0.1427068  0.08492379 0.05778297]
[6.3389764  5.1227345  1.2162403  0.07650743 0.03878276 0.03772467]
[6.3851514  5.1784387  1.206712   0.1627122  0.06914527 0.09356692]
[5.2361703  4.169305   1.0668657  0.25341225 0.12834474 0.12506747]
[5.4278436  4.3960123  1.0318315  0.24036679 0.1322801  0.10808669]
[5.407144   4.2822065  1.1249398  0.37498313 0.18278222 0.19220084]
[5.2318716  4.173523   1.0583484  0.2559425  0.12249866 0.13344383]
[4.6950765  3.6721652  1.0229119  0.39592338 0.18270718 0.21321622]
[4.7807503  3.7872324  0.99351823 0.28372177 0.13236688 0.15135486]
[5.035765   4.0737424  0.96202034 0.33416912 0.16488017 0.16928889]
[4.7612085  3.791353   0.96985424 0.36410636 0.16537163 0.19873482]
[5.049467   4.088976   0.9604909  0.25375515 0.12767003 0.12608512]
[5.342805   4.3682995  0.9745044  0.2300782  0.11652999 0.11354823]
[5.7053156  4.7138753  0.99143714 0.2310004  0.12318704 0.10781342]
[5.633601   4.6434627  0.99013853 0.28383967 0.14654043 0.1372992 ]
[5.5455236  4.56031    0.9852118  0.25610167 0.11721584 0.13888586]
[5.678197   4.6623325  1.0158651  0.17394789 0.07602144 0.09792645]
[5.7606993  4.7501106  1.0105906  0.22134782 0.10776457 0.1135833 ]
[6.2323136  5.2244573  1.0078553  0.15799543 0.07661207 0.08138341]
[6.108863   5.128481   0.98038095 0.21827544 0.111927   0.10634848]
[6.028032   5.005139   1.022892   0.23616901 0.09747232 0.13869669]
[5.682487   4.6413016  1.0411847  0.26205087 0.10871521 0.15333565]
[5.954711   5.0003376  0.954373   0.23268284 0.11053014 0.12215276]
[6.395697   5.41676    0.9789375  0.12727512 0.06022064 0.06705449]
