1.6063055,0.7767403,0.82956564,1.3808769,0.6879516,0.6929255
1.6277359,0.7514603,0.8762755,1.3516629,0.67689145,0.67477137
1.6215044,0.744115,0.87738925,1.3674281,0.679748,0.6876802
1.6072121,0.7358228,0.8713895,1.3657032,0.6817441,0.6839584
1.5861026,0.72650504,0.85959804,1.3692926,0.6829887,0.686304
1.5869571,0.7360739,0.85088265,1.3696316,0.68088573,0.6887462
1.5546995,0.71886384,0.8358362,1.3780091,0.6876556,0.6903531
1.5469748,0.72174776,0.8252266,1.3779706,0.68703216,0.69093823
1.5260499,0.71621597,0.8098342,1.3752007,0.6868012,0.6883995
1.4969097,0.7137231,0.7831867,1.3787587,0.6881996,0.6905591
1.4782538,0.7131909,0.7650629,1.3802522,0.68770736,0.6925447
1.4356737,0.7104134,0.7252601,1.3807628,0.6888369,0.691926
1.411973,0.7145257,0.6974473,1.3771445,0.68712705,0.6900173
1.3798102,0.7115127,0.6682979,1.3777009,0.6876366,0.6900644
1.3636634,0.71569985,0.6479633,1.3771363,0.6864165,0.69071966
1.3355247,0.71186167,0.6236634,1.3755075,0.6871425,0.6883652
1.3224427,0.7145756,0.60786724,1.3759259,0.685328,0.6905981
1.3109301,0.71468043,0.5962497,1.3740162,0.6859901,0.68802613
1.3020229,0.7159266,0.58609617,1.375227,0.685709,0.6895183
1.3011663,0.7183589,0.5828074,1.370463,0.6844569,0.68600637
1.2919481,0.71274215,0.57920593,1.3787193,0.68814296,0.69057614
1.2795799,0.715282,0.56429744,1.374358,0.68722713,0.6871313
1.2805427,0.71580243,0.5647406,1.3750172,0.6857534,0.68926376
1.276673,0.71567106,0.56100184,1.3747294,0.685469,0.6892604
1.2664711,0.716783,0.5496879,1.3740301,0.6864245,0.6876057
1.2649596,0.71685725,0.54810184,1.3738751,0.68692505,0.68695027
1.2582183,0.71731186,0.54090625,1.3729869,0.6852317,0.68775505
1.2691847,0.72484505,0.54433984,1.3735821,0.6859864,0.6875953
1.264789,0.72768444,0.5371046,1.3584161,0.6784231,0.6799929
1.2643492,0.7333567,0.5309925,1.3617115,0.6800747,0.68163675
1.2789665,0.73928815,0.5396782,1.3585025,0.6778278,0.6806747
1.2709732,0.7350604,0.5359128,1.3521127,0.67566437,0.67644817
1.2841269,0.7406632,0.54346377,1.3618717,0.6791419,0.6827305
1.27785,0.73937416,0.5384757,1.3559045,0.6767546,0.67914957
1.2820438,0.7475319,0.5345122,1.3472556,0.6720425,0.6752132
1.2941815,0.7584234,0.53575826,1.3453903,0.67231697,0.67307377
1.2847687,0.74688965,0.5378788,1.3472705,0.67077297,0.67649657
1.3032701,0.75911766,0.5441524,1.3299098,0.6640163,0.66589344
1.3141594,0.7673127,0.54684657,1.3372797,0.6676797,0.6696001
1.321361,0.768016,0.55334556,1.3254207,0.660635,0.6647861
1.3325838,0.78459424,0.54798925,1.3046938,0.65114045,0.6535533
1.3778754,0.81629384,0.5615816,1.3082074,0.6480695,0.6601382
1.3936449,0.82237554,0.5712695,1.2612706,0.63149023,0.6297809
1.5265726,0.9322277,0.5943448,1.177884,0.5911667,0.58671767
1.6043491,0.99476236,0.60958654,1.1028329,0.55189455,0.5509384
1.7665993,1.1167085,0.64989066,1.0132885,0.50685126,0.5064375
1.902872,1.2406276,0.6622439,0.91464514,0.45759422,0.45705065
2.123412,1.4042635,0.71914804,0.8046898,0.40873867,0.395951
2.2317295,1.5145406,0.7171884,0.7684268,0.3839295,0.38449737
2.2461047,1.4960828,0.7500217,0.77299255,0.38448134,0.3885113
2.359862,1.5878708,0.7719911,0.75849456,0.3814633,0.37703118
2.1172192,1.3946172,0.7226025,0.8922057,0.43970966,0.45249623
2.1553428,1.4110465,0.74429625,0.89012116,0.44607776,0.44404325
2.1494753,1.4056017,0.74387354,0.8668146,0.4327791,0.43403548
2.1703508,1.456478,0.7138726,0.8298349,0.4096307,0.42020422
2.0996177,1.3672127,0.7324053,0.9869611,0.48257133,0.5043897
2.0360422,1.3008224,0.7352198,1.0035405,0.50379366,0.4997465
1.9062876,1.2091796,0.697108,1.0536821,0.52279115,0.5308909
1.9141484,1.2164084,0.69774026,1.035114,0.5126056,0.5225087
1.8590348,1.1714967,0.6875384,1.0589553,0.52803165,0.5309236
1.8793696,1.1885405,0.690829,1.0595679,0.53067034,0.5288975
1.8449726,1.1590934,0.68588,1.0891833,0.54038537,0.5487978
1.8192822,1.1449051,0.6743769,1.0986196,0.54356873,0.55505073
1.8274057,1.1526502,0.6747549,1.1054679,0.54469347,0.5607742
1.791217,1.120607,0.6706102,1.1016129,0.54764825,0.553965
1.7819862,1.1253015,0.6566843,1.0949688,0.54406905,0.55089974
1.7632948,1.0951709,0.6681237,1.1236163,0.556534,0.56708175
1.7077059,1.0666128,0.641093,1.1610496,0.57382977,0.58722
1.6758438,1.0272299,0.6486136,1.174824,0.5849207,0.5899032
1.6837292,1.0234498,0.66027915,1.2138696,0.5986531,0.6152166
1.6235224,0.98381793,0.6397044,1.1890599,0.5895998,0.59946054
1.6493977,1.0056746,0.6437226,1.2022349,0.60208493,0.6001498
1.6073607,0.9729006,0.6344599,1.2363694,0.6136304,0.62273926
1.6168469,0.9845296,0.6323169,1.1680479,0.57898253,0.5890654
1.6058993,0.99295515,0.6129437,1.1811206,0.58594203,0.5951784
