[2.4939256 0.8249597 1.6689653 1.3639394 0.6700132 0.693926 ]
[2.9541137  1.4986246  1.45549    0.8225999  0.38470095 0.43789878]
[5.1270905  3.1970325  1.9300582  0.17463398 0.08086815 0.09376586]
[5.7758336  4.095976   1.6798568  0.28307545 0.12364351 0.15943192]
[5.8377295  4.192693   1.6450359  0.12127883 0.05734317 0.06393566]
