[1.6298218  0.78970844 0.8401126  1.3810693  0.68536466 0.6957051 ]
[1.6098497  0.74973214 0.8601177  1.3578876  0.67750055 0.68038696]
[1.6128777 0.7501865 0.8626913 1.3586763 0.6775011 0.6811752]
[1.6196703  0.75075996 0.86891013 1.3495445  0.6722257  0.6773186 ]
