1.8699917,0.7931143,1.0768776,1.4103754,0.730327,0.68004787
1.6831528,0.80082715,0.8823256,1.3068318,0.6603288,0.646503
1.6030684,0.7466991,0.8563693,1.3631548,0.679621,0.6835333
1.6131697,0.7398824,0.87328696,1.3628827,0.6789952,0.6838876
1.620835,0.7405406,0.88029444,1.3693645,0.6824538,0.6869105
1.6155113,0.7374935,0.87801796,1.3640934,0.6788941,0.6851996
1.5907205,0.735004,0.8557164,1.3658938,0.6803929,0.685501
1.5880654,0.7288732,0.8591919,1.3667891,0.68151736,0.685272
1.5721049,0.7257634,0.8463415,1.3728873,0.68948084,0.68340665
1.5860761,0.7276575,0.85841864,1.3682926,0.68218297,0.68610984
1.5857087,0.7286687,0.8570402,1.3665586,0.6822616,0.6842971
1.6713165,0.77232903,0.89898765,1.3240829,0.6651254,0.6589571
2.6696765,1.5367472,1.1329293,0.76418185,0.38596156,0.37822026
3.2404914,2.0436382,1.1968526,0.6758486,0.34621865,0.32963023
2.2840831,1.1787058,1.1053773,1.2672911,0.62222,0.6450713
1.6241897,0.733317,0.89087266,1.3923113,0.69582015,0.6964912
1.6177254,0.75407016,0.8636552,1.3513561,0.6713855,0.6799707
1.6010985,0.73815703,0.8629415,1.3650029,0.68321884,0.681784
1.5979505,0.735414,0.86253667,1.372084,0.684422,0.68766177
1.6132336,0.75158066,0.86165285,1.35039,0.67279726,0.677593
1.6447507,0.7596836,0.8850667,1.3400792,0.67064685,0.66943264
1.6882724,0.7964641,0.8918083,1.3012308,0.64716476,0.65406626
1.6201851,0.75279206,0.867393,1.3577133,0.67638457,0.6813286
1.6427407,0.75720066,0.88553995,1.3584146,0.68151265,0.6769025
1.6516682,0.77450395,0.87716424,1.3348789,0.66462004,0.6702588
1.7064924,0.7926894,0.913803,1.3214804,0.6576415,0.66383874
1.818562,0.87745076,0.94111097,1.232117,0.6141632,0.6179534
1.7513708,0.8358718,0.91549927,1.297112,0.6411609,0.655951
1.7961884,0.8747328,0.9214558,1.2645245,0.63678724,0.62773734
2.4014575,1.4047517,0.9967057,0.9033936,0.45640665,0.4469869
3.4348478,2.3320765,1.1027718,0.61502165,0.33526215,0.2797596
3.168637,2.163696,1.0049407,0.72796607,0.39073935,0.33722672
4.3675127,3.3465323,1.0209802,0.32228696,0.16401976,0.15826723
4.3061266,3.2084396,1.0976868,0.41403234,0.20207326,0.2119591
4.0802145,3.1205945,0.95961964,0.38898203,0.21620627,0.1727757
3.6582148,2.6517472,1.0064675,0.57135063,0.31514943,0.25620106
4.0866466,3.0732574,1.0133896,0.55867213,0.2968001,0.261872
3.343289,2.3709364,0.97235245,0.8344778,0.4465607,0.38791692
3.8752184,2.9296446,0.9455746,0.59226125,0.3180695,0.27419183
4.3105845,3.3257225,0.9848623,0.50663435,0.27169618,0.23493826
3.9590945,2.957398,1.0016959,0.60910755,0.3370919,0.27201545
4.496205,3.532258,0.9639464,0.5549568,0.3025404,0.25241628
5.137641,4.1467276,0.99091274,0.32841414,0.16797781,0.1604364
6.10176,5.089541,1.0122184,0.15612043,0.086399436,0.06972105
5.5588107,4.5555286,1.0032811,0.214629,0.1100178,0.10461117
5.3459644,4.278714,1.0672499,0.27493003,0.14701429,0.12791578
4.9216037,3.8777208,1.0438836,0.49241638,0.2536084,0.23880792
5.2850723,4.32832,0.95675176,0.4141151,0.20700018,0.20711479
5.247274,4.2999215,0.94735247,0.4464232,0.25752804,0.18889502
5.6060023,4.6413765,0.9646249,0.363367,0.21197258,0.15139443
4.537705,3.617504,0.9202015,0.61365145,0.34805954,0.26559195
5.709318,4.764307,0.9450103,0.27785176,0.13426577,0.143586
5.007984,4.0780687,0.9299154,0.49130222,0.2904866,0.20081566
3.2979076,2.405735,0.8921727,0.8368849,0.45650008,0.38038492
3.2060227,2.3000028,0.90601975,0.6942982,0.36646158,0.32783666
