[2.135383   0.875912   1.2594709  1.2990391  0.65301603 0.6460234 ]
[2.727284   1.4503655  1.2769182  0.875293   0.43611425 0.43917874]
[4.0818634  2.658714   1.4231507  0.43623012 0.2045923  0.2316379 ]
[4.41177    3.153271   1.2585002  0.38029078 0.18469198 0.1955987 ]
[4.7602925  3.5683107  1.1919805  0.31982186 0.15686274 0.16295919]
[5.0513515  3.8243976  1.2269533  0.2879492  0.14340812 0.14454111]
[4.7477794  3.6808155  1.0669644  0.39511037 0.18550757 0.2096027 ]
[5.5662975  4.3192677  1.2470323  0.22886129 0.11813012 0.11073123]
[5.1000004  4.0183     1.0816991  0.26801568 0.13735232 0.13066328]
[4.97555    3.880316   1.095235   0.39910656 0.18294023 0.21616626]
[4.633686   3.6288586  1.004829   0.3728558  0.18809599 0.18475974]
[4.5989714  3.574809   1.0241622  0.35866454 0.17095199 0.18771257]
[4.7907457  3.7522423  1.0385026  0.44193003 0.20592776 0.23600224]
[4.9570274  3.9334707  1.0235566  0.24714859 0.12804937 0.11909927]
[5.3510284  4.3322377  1.0187908  0.25955832 0.12251487 0.1370434 ]
[5.1879992  4.2017856  0.9862138  0.33041137 0.16941895 0.16099235]
[5.5343866  4.4864917  1.0478935  0.29969352 0.16058621 0.13910736]
[5.6290665  4.605643   1.0234236  0.18699126 0.08961757 0.09737366]
[6.1454687  5.132604   1.0128654  0.17631978 0.08745028 0.08886949]
[5.9430137  4.894941   1.0480711  0.24135968 0.12329978 0.11805983]
[5.9273906  4.90778    1.0196087  0.19632776 0.09808489 0.09824284]
[6.2664447  5.249409   1.0170342  0.2838372  0.13589871 0.14793848]
[5.5255456  4.4941916  1.0313536  0.29349002 0.16484265 0.12864742]
[5.8878837  4.8184714  1.0694113  0.21999545 0.11470474 0.10529073]
[6.014078   4.983179   1.0309017  0.22679918 0.12142325 0.10537598]
[5.9601026  4.986634   0.9734695  0.23656498 0.11347401 0.123091  ]
[5.592769   4.61511    0.9776591  0.27133167 0.13248105 0.13885067]
[6.8032956  5.817739   0.9855546  0.12035616 0.07061417 0.04974198]
[6.256488   5.2158575  1.0406295  0.20932013 0.11171606 0.09760407]
[6.6596584  5.649887   1.0097722  0.08315962 0.0381401  0.04501954]
[6.677013   5.651974   1.0250373  0.15482217 0.07293691 0.08188518]
[6.1894345  5.1510468  1.0383873  0.24677828 0.12204005 0.12473831]
[7.3677197  6.3045516  1.0631683  0.08520281 0.04478584 0.04041698]
[6.278654   5.30418    0.9744745  0.29515618 0.1467113  0.14844494]
[6.223204   5.2467866  0.9764155  0.22308582 0.11005671 0.11302914]
[6.5318885  5.459182   1.0727072  0.18029407 0.07333075 0.10696328]
[6.1723413  5.1516743  1.0206683  0.26916903 0.13865267 0.13051638]
[6.0262923  5.013795   1.0124967  0.17667067 0.08325981 0.09341083]
[7.184246   6.140262   1.0439839  0.05229153 0.02581113 0.02648041]
[7.384409   6.362801   1.0216088  0.09719464 0.04923449 0.04796015]
[8.065972   6.9829144  1.0830574  0.1309231  0.06295244 0.06797068]
[7.161847   6.149184   1.0126667  0.16567524 0.08491465 0.08076056]
[7.155405   6.178284   0.97711986 0.07447807 0.03457693 0.03990113]
[7.078637   6.07389    1.0047457  0.14115615 0.05720923 0.08394691]
[6.7681656  5.811794   0.95637137 0.18518807 0.09627556 0.08891255]
[6.8632417  5.879067   0.98417634 0.1635514  0.07700973 0.08654173]
[6.8251743  5.8420086  0.9831641  0.11968943 0.05393083 0.06575859]
[7.746471   6.7231655  1.0233073  0.08508794 0.03779618 0.04729176]
[8.036953   7.0545535  0.9823992  0.07737778 0.04076887 0.0366089 ]
[6.682075   5.734206   0.94786876 0.271777   0.10826442 0.16351257]
[6.735412   5.7369113  0.998501   0.19988494 0.09841191 0.10147306]
[6.622205   5.620028   1.0021777  0.21693818 0.11060624 0.106332  ]
[7.323224   6.3193965  1.0038253  0.12374311 0.06425507 0.05948808]
[8.025621   6.9280276  1.0975925  0.02535945 0.01250125 0.0128582 ]
[7.90914    6.8617535  1.0473899  0.09541015 0.04426771 0.05114244]
[7.014749   6.0048146  1.0099332  0.19920841 0.10422569 0.09498274]
[7.301567   6.2752132  1.0263525  0.13981174 0.0614598  0.07835194]
[7.997702   6.9324255  1.0652765  0.06355146 0.02840565 0.03514581]
[8.619729   7.641895   0.97783434 0.01942783 0.00988831 0.00953952]
[7.6178923  6.6708508  0.94704086 0.1435044  0.06745724 0.07604714]
[7.992573   6.9744225  1.0181497  0.08032249 0.03719789 0.04312458]
[7.773414   6.6548285  1.118586   0.08062068 0.03557009 0.04505056]
[7.9009967  6.821777   1.0792183  0.07836011 0.03449085 0.04386926]
[7.915355   6.890614   1.0247393  0.13989593 0.07010227 0.06979368]
[8.208034   7.167433   1.0405997  0.03582534 0.01778619 0.01803915]
[7.419996   6.3979273  1.0220691  0.20861226 0.08519397 0.12341829]
[7.6652594  6.647816   1.0174415  0.03462112 0.01681597 0.01780514]
