[3.8911524  0.9813916  2.9097605  1.2161266  0.58150434 0.6346226 ]
[3.8359108  1.9169828  1.9189277  0.6591091  0.3153418  0.34376743]
[4.284194   2.4325678  1.8516254  0.56626976 0.26940316 0.29686645]
[5.376986   3.179958   2.1970289  0.3411479  0.15315369 0.18799421]
[5.0519543  3.3013072  1.7506468  0.3508462  0.17367432 0.17717192]
[5.601988   3.8783643  1.7236233  0.20411104 0.0843767  0.1197344 ]
[6.0824676  4.1847672  1.8977014  0.22013077 0.10540306 0.11472769]
[6.0688725  4.436025   1.6328475  0.12910713 0.06470044 0.06440668]
[6.0523086  4.293516   1.7587943  0.27157015 0.12266656 0.1489036 ]
[6.680553   4.4973383  2.1832142  0.10945862 0.04769256 0.06176607]
[5.0736556  3.6698093  1.4038451  0.4192409  0.20453228 0.21470857]
[5.7482553  4.305055   1.4431993  0.12733646 0.06380739 0.0635291 ]
[5.4763293  4.248528   1.2278011  0.15777525 0.07081195 0.0869633 ]
[4.7527323  3.6713498  1.081383   0.40916935 0.19980192 0.2093673 ]
[5.49397    4.2899194  1.2040519  0.12445959 0.06138141 0.06307817]
[5.372908   4.2422385  1.130671   0.21853712 0.10120812 0.11732901]
[6.6703014  4.8486156  1.8216869  0.21703199 0.10651517 0.11051682]
[5.3561854  4.3099103  1.0462738  0.16588618 0.09469054 0.07119561]
[5.076612   3.969743   1.1068695  0.26682776 0.13891785 0.12791   ]
[6.528985   5.220238   1.3087484  0.04450074 0.0213037  0.02319703]
[6.938464   5.6599994  1.2784641  0.16698958 0.0777257  0.08926389]
[5.7139173  4.667936   1.0459833  0.14439021 0.06855832 0.07583186]
[6.6872125  5.5066795  1.1805317  0.04851091 0.02537814 0.02313277]
[5.9069953  4.7378488  1.1691456  0.18111801 0.08758026 0.09353777]
[6.71269    5.577107   1.1355833  0.03323611 0.01743251 0.01580361]
[6.5318284  5.216804   1.3150251  0.15711375 0.06894327 0.08817042]
"[7.3852444e+00 6.1876507e+00 1.1975944e+00 1.3321500e-02 7.9610394e-03
 5.3604599e-03]"
[7.379012   6.2539124  1.1250993  0.06837188 0.03111692 0.03725496]
[5.6859016  4.53859    1.1473107  0.40594113 0.19445783 0.21148327]
[5.734896   4.6599135  1.0749822  0.08143146 0.04017637 0.04125508]
[6.6208096  5.5287476  1.0920624  0.02785735 0.01418124 0.01367611]
[7.4141097  6.293079   1.1210316  0.06781323 0.02265089 0.04516233]
[6.984915   5.836867   1.1480485  0.06895263 0.03741723 0.03153541]
[7.373791   6.2304688  1.1433209  0.02278259 0.01109184 0.01169075]
[7.646395   6.5447197  1.1016756  0.0271745  0.012627   0.01454749]
[7.8734636  6.8074756  1.0659872  0.0221808  0.01192863 0.01025216]
[7.127059   5.9889455  1.1381111  0.10311586 0.05784777 0.0452681 ]
[7.046819   5.9520407  1.0947783  0.07020011 0.041201   0.02899908]
[8.152549   6.448593   1.7039584  0.09010002 0.05148983 0.03861017]
[9.431026   7.501261   1.9297632  0.02070803 0.01075338 0.00995465]
"[8.1098061e+00 6.9908247e+00 1.1189816e+00 1.4108811e-02 6.9846008e-03
 7.1242107e-03]"
"[8.5284405e+00 7.4219861e+00 1.1064566e+00 9.8143127e-03 4.8833215e-03
 4.9309921e-03]"
"[8.1755180e+00 7.0775251e+00 1.0979941e+00 8.6028045e-03 4.8116921e-03
 3.7911143e-03]"
[7.4012012  6.342565   1.0586368  0.2407409  0.11457267 0.12616824]
[7.5531583  6.4177136  1.1354432  0.04275433 0.01875488 0.02399945]
"[8.5039177e+00 7.2971778e+00 1.2067395e+00 1.0921766e-02 5.9010945e-03
 5.0206715e-03]"
"[8.8513088e+00 7.7249961e+00 1.1263161e+00 9.0834638e-03 4.1349372e-03
 4.9485248e-03]"
"[8.5967331e+00 7.5011663e+00 1.0955638e+00 3.7499848e-03 2.5819761e-03
 1.1680087e-03]"
"[8.1473064e+00 7.1055183e+00 1.0417895e+00 4.0980899e-03 2.6682923e-03
 1.4297978e-03]"
"[8.4515028e+00 7.3675656e+00 1.0839366e+00 4.9894876e-03 3.3715644e-03
 1.6179234e-03]"
[7.436987   6.3167944  1.1201907  0.40010765 0.19510444 0.20500323]
[6.5200534  5.3852577  1.1347969  0.04591792 0.02408127 0.02183666]
[7.045928   5.8959866  1.1499431  0.02171202 0.01147655 0.01023547]
[7.32289    6.210641   1.1122482  0.04801772 0.02435369 0.02366403]
[6.7776327  5.7790375  0.9985943  0.2496509  0.13747072 0.11218016]
[8.369805   6.5634847  1.8063178  0.04727792 0.02457205 0.02270586]
[8.5394335  6.856654   1.6827797  0.07537886 0.0439292  0.03144969]
"[9.9555321e+00 7.7050505e+00 2.2504811e+00 8.9050988e-03 4.4497317e-03
 4.4553662e-03]"
"[8.7625599e+00 7.6460581e+00 1.1165001e+00 2.6742094e-03 1.6568936e-03
 1.0173161e-03]"
"[8.4231081e+00 7.3651552e+00 1.0579524e+00 2.9461223e-03 1.9839157e-03
 9.6220692e-04]"
"[8.8298025e+00 7.6402054e+00 1.1895983e+00 2.2497154e-03 1.4105072e-03
 8.3920889e-04]"
"[9.3994055e+00 8.0572252e+00 1.3421842e+00 1.9962504e-03 1.2083078e-03
 7.8794220e-04]"
